,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
31,5.0,10.0,20.0,0.5,3,1,600.0,374833.86492892157,36352.57678234291,878.0294655480608,36.89203988520958,0.0023563238392352143,0.0001504023674759952,298725.9247032074,1152.8369124386952
40,5.0,10.0,20.0,1.0,0,0,600.0,3606337.3888819474,322007.80586630723,15652.191466842478,1226.0663238327181,0.004375088887161713,0.0005229607406938415,1214702.428810153,3840.1419798499915
41,5.0,10.0,20.0,1.0,0,1,600.0,2155603.810464248,284201.97480188106,14445.713672582577,838.2577443238662,0.006823953670032335,0.0010368689454432272,1214702.428810153,3840.1419798499915
42,5.0,10.0,20.0,1.0,0,2,600.0,91045731.21814458,548471.598051147,14324.834663931522,1382.3824926068455,0.00015734200940795568,1.5207598878724962e-05,1214702.428810153,3840.1419798499915
50,5.0,10.0,20.0,1.0,1,0,600.0,3084788.5874871654,237795.24160937063,4150.048921172274,46.587207473898104,0.0013526652232068615,9.659626501072455e-05,1214702.428810153,3840.1419798499915
51,5.0,10.0,20.0,1.0,1,1,600.0,1397013.2884576493,193213.56860952819,4477.44138627694,57.53687789913951,0.0032653047572613315,0.0004473452476305117,1214702.428810153,3840.1419798499915
52,5.0,10.0,20.0,1.0,1,2,600.0,1384237.6580948299,183863.64325421292,6109.7193819346985,83.01329667575382,0.004489059810953722,0.0005795171481339027,1214702.428810153,3840.1419798499915
53,5.0,10.0,20.0,1.0,1,3,600.0,284687.0384500651,94637.65195910948,5739.319834173925,73.9711673632969,113746.58163534018,3595183.0545957675,1214702.428810153,3840.1419798499915
60,5.0,10.0,20.0,1.0,2,0,600.0,13247120.297332931,466804.98245780956,4779.836103014102,59.4052328476012,0.00036112498362836755,8.819003763774846e-06,1214702.428810153,3840.1419798499915
61,5.0,10.0,20.0,1.0,2,1,600.0,2860231.4217390884,232745.68225008965,2951.4476256228704,61.29958394020823,0.001037327672223117,6.80875854897224e-05,1214702.428810153,3840.1419798499915
70,5.0,10.0,20.0,1.0,3,0,600.0,149240.6246595084,42190.44595865237,977.362711665382,71.72980648388284,0.007403685669823253,0.00494970706709278,1214702.428810153,3840.1419798499915
71,5.0,10.0,20.0,1.0,3,1,600.0,1145484.9019990687,114390.25363093754,1572.790301262817,73.45237402003362,0.0013818580741386459,9.580919731002858e-05,1214702.428810153,3840.1419798499915
80,5.0,10.0,40.0,0.5,0,0,600.0,222055.66611239844,20128.11761355567,4449.616721946657,42.203318382590986,0.020213308156640953,0.0019823766899944965,81941.67720168589,304.90952777427003
81,5.0,10.0,40.0,0.5,0,1,600.0,134729.01531178097,20221.49350720814,3813.1414864673857,28.426754811457606,0.029014999970395316,0.005042883474583521,81941.67720168589,304.90952777427003
82,5.0,10.0,40.0,0.5,0,2,600.0,6788783.308538275,33557.52694573684,3940.24014111514,40.01570047189877,0.0005804144166932838,6.168476615190137e-06,81941.67720168589,304.90952777427003
90,5.0,10.0,40.0,0.5,1,0,600.0,200114.51025407703,16106.033218651091,1061.348815631564,13.356649406065575,0.005335682883050168,0.0004043141903120349,81941.67720168589,304.90952777427003
91,5.0,10.0,40.0,0.5,1,1,600.0,80719.02618260158,13748.177994290721,1148.1539127555293,16.790234286482793,0.014683502367552852,0.002829283404191904,81941.67720168589,304.90952777427003
92,5.0,10.0,40.0,0.5,1,2,600.0,94648.41074930904,12499.482490670418,1548.7763132520204,52.69975079250402,0.016643721247282858,0.0022471043567558855,81941.67720168589,304.90952777427003
93,5.0,10.0,40.0,0.5,1,3,600.0,15797.510380974374,8219.2595837728,1468.309838313725,52.73355797809926,582703190826.3026,16760907703029.582,81941.67720168589,304.90952777427003
100,5.0,10.0,40.0,0.5,2,0,600.0,882591.1928807648,27582.73019117981,1225.6572691290921,13.706849720398713,0.0013896376207835916,3.088388961148617e-05,81941.67720168589,304.90952777427003
101,5.0,10.0,40.0,0.5,2,1,600.0,202671.60457941613,14393.793690878829,761.4830444920915,14.42544582076602,0.003772114365640271,0.0002143399541256056,81941.67720168589,304.90952777427003
110,5.0,10.0,40.0,0.5,3,0,600.0,12572.416379863076,3925.394064028654,266.9805861166009,19.05440071482421,0.024026893019266245,0.015077039006395364,81941.67720168589,304.90952777427003
111,5.0,10.0,40.0,0.5,3,1,600.0,83030.69844559969,8953.962850750526,422.34028457380947,18.708502756223098,0.005124177735124281,0.00035993756468618855,81941.67720168589,304.90952777427003
120,5.0,10.0,40.0,1.0,0,0,600.0,1016453.8756611834,125319.53602741125,8824.832865798857,441.874132897126,0.00882452365830104,0.0012582286862589107,331937.98593252955,1507.5602884631767
121,5.0,10.0,40.0,1.0,0,1,600.0,710259.4989770064,95569.94136230982,7695.622353477875,250.46203996406715,0.011057097490931762,0.0017314493582978945,331937.98593252955,1507.5602884631767
122,5.0,10.0,40.0,1.0,0,2,600.0,26708494.919161834,178530.37374834964,7831.296245878436,341.9982077196045,0.00029322078097961655,1.2805203178215228e-05,331937.98593252955,1507.5602884631767
130,5.0,10.0,40.0,1.0,1,0,600.0,870410.741348585,68797.42147568196,2143.455177323086,25.8253015996999,0.002476538629573352,0.00017905130137518168,331937.98593252955,1507.5602884631767
131,5.0,10.0,40.0,1.0,1,1,600.0,430843.35638184886,53169.85727488153,2292.8756637846823,31.68312329570948,0.005401592472447769,0.0006598272999495531,331937.98593252955,1507.5602884631767
132,5.0,10.0,40.0,1.0,1,2,600.0,386347.2210624222,47933.357192702075,3068.1588609921487,49.74078006462736,0.008062567143938507,0.0010009360158588546,331937.98593252955,1507.5602884631767
133,5.0,10.0,40.0,1.0,1,3,600.0,83041.83227717415,32515.65033490176,2880.0974961048837,45.75195760489311,255697919.88112423,8081834246.176012,331937.98593252955,1507.5602884631767
140,5.0,10.0,40.0,1.0,2,0,600.0,3548244.752789872,118389.66341865475,2445.5028030177764,30.322289658474784,0.0006897233153750599,1.564695187573107e-05,331937.98593252955,1507.5602884631767
141,5.0,10.0,40.0,1.0,2,1,600.0,733263.4864236236,55460.41943060418,1458.9542791851093,29.882318565260135,0.0019985710607611533,0.00012006631357087325,331937.98593252955,1507.5602884631767
150,5.0,10.0,40.0,1.0,3,0,600.0,41484.90485924603,14912.317486850494,498.3656019934678,40.276384026601534,2.503495357437572e+17,7.912788077342938e+18,331937.98593252955,1507.5602884631767
151,5.0,10.0,40.0,1.0,3,1,600.0,327215.43926952605,38340.41464096109,823.6193024253254,40.798512317379654,0.002538483520207109,0.00018891701441142592,331937.98593252955,1507.5602884631767
160,5.0,10.0,60.0,0.5,0,0,600.0,108246.36684607842,9456.898488207662,3039.344204489371,17.830477267796695,0.02830171448622409,0.0026100479331005615,38022.931654613596,138.0580221445024
161,5.0,10.0,60.0,0.5,0,1,600.0,97855.9029087681,10558.143041840456,2617.5334589553613,14.028235423412195,0.02708026573081787,0.0031513112440306177,38022.931654613596,138.0580221445024
162,5.0,10.0,60.0,0.5,0,2,600.0,3229963.369272413,17463.041700210033,2702.9032218400594,14.118872564579735,0.000836839093755551,5.278449308766532e-06,38022.931654613596,138.0580221445024
170,5.0,10.0,60.0,0.5,1,0,600.0,77267.88997717727,9345.463932526616,721.6198031581816,10.842412216332239,0.009477171655978351,0.001167025217394701,38022.931654613596,138.0580221445024
171,5.0,10.0,60.0,0.5,1,1,600.0,30206.09377092338,6644.351884016279,777.3341799509111,16.906341345693257,0.027355509288707672,0.009597887954738232,38022.931654613596,138.0580221445024
172,5.0,10.0,60.0,0.5,1,2,600.0,49667.87644930608,6521.955251928055,1034.9467345083387,80.09732276768942,0.02115044752908789,0.002952302326290951,38022.931654613596,138.0580221445024
173,5.0,10.0,60.0,0.5,1,3,600.0,4592.783520636335,3241.9536425579477,956.683113809094,78.2702812625108,3119996000694007.0,9.854998839717861e+16,38022.931654613596,138.0580221445024
180,5.0,10.0,60.0,0.5,2,0,600.0,435448.94131318806,13647.945286500259,850.8603375738572,9.851274739221525,0.001955291886989295,4.3236277533137745e-05,38022.931654613596,138.0580221445024
181,5.0,10.0,60.0,0.5,2,1,600.0,99478.65594804074,7195.268374396008,529.3807357588837,10.63445417177566,0.005343210203206997,0.0003065780338871221,38022.931654613596,138.0580221445024
190,5.0,10.0,60.0,0.5,3,0,600.0,5421.790607740728,1751.7942349214677,173.20186436316288,13.197332792770736,656503854705375.8,2.075009188954729e+16,38022.931654613596,138.0580221445024
191,5.0,10.0,60.0,0.5,3,1,600.0,33721.686605789306,3609.3874911909693,270.3844454123474,11.960152838366534,0.00807623280833798,0.0005619046883806746,38022.931654613596,138.0580221445024
200,5.0,10.0,60.0,1.0,0,0,600.0,397247.3363902094,45731.57649486778,6117.540289610704,142.06749068244847,0.01561887227530188,0.001981419437478566,154434.31977792858,644.4831664029743
201,5.0,10.0,60.0,1.0,0,1,600.0,277017.0124919013,38509.88444819904,5272.520034167078,85.35046827489373,0.019439306233471714,0.0030169742946117716,154434.31977792858,644.4831664029743
202,5.0,10.0,60.0,1.0,0,2,600.0,12766499.661802031,82469.81286703082,5421.372420562234,120.26646247658749,0.0004246689637680434,9.596950289220748e-06,154434.31977792858,644.4831664029743
210,5.0,10.0,60.0,1.0,1,0,600.0,374577.11046611867,31303.324028496147,1450.831998528179,17.460814540686442,0.003898259705152817,0.0003035111705306662,154434.31977792858,644.4831664029743
211,5.0,10.0,60.0,1.0,1,1,600.0,170961.91262067843,23117.0334283325,1552.2073599133557,20.94681520750731,0.00924466640424678,0.00125074109010021,154434.31977792858,644.4831664029743
212,5.0,10.0,60.0,1.0,1,2,600.0,167785.23435955023,22806.07452765494,2102.705338215023,39.15026513445855,0.012769885489116383,0.0018068534762351145,154434.31977792858,644.4831664029743
213,5.0,10.0,60.0,1.0,1,3,600.0,41768.784079455276,13235.435514926527,1968.8179928465343,37.453047369579096,4794908.41071646,116548009.53019634,154434.31977792858,644.4831664029743
220,5.0,10.0,60.0,1.0,2,0,600.0,1677991.2917338514,59184.491499338845,1696.8810732317559,21.521362601126945,0.0010121361750329582,2.589194558732941e-05,154434.31977792858,644.4831664029743
221,5.0,10.0,60.0,1.0,2,1,600.0,325867.8125962864,25763.945092135076,1014.1957555750952,20.34911079730372,0.0031282231643304337,0.00020661490968882366,154434.31977792858,644.4831664029743
230,5.0,10.0,60.0,1.0,3,0,600.0,23057.62091997952,6863.588249562265,355.017520716461,23.852804850253058,12870.813189167777,406806.7606204905,154434.31977792858,644.4831664029743
231,5.0,10.0,60.0,1.0,3,1,600.0,116106.13735571603,15018.019980573927,518.590767446691,26.35977577115536,0.004516806685836632,0.00040086965745587066,154434.31977792858,644.4831664029743
