,CT,r,d,h,Multiplet_no,Peak_no,Measurement_time,mean_A_meas,sigma_A_meas,mean_d_A_meas,sigma_d_A_meas,d_A_rel_meas,d_d_A_rel_meas,TOTAL_count_rate_above_1keV,d_TOTAL_count_rate_above_1keV
71,5.0,12.0,20.0,1.0,3,1,600.0,463081.0031754543,39714.98045978983,1013.915616799962,34.25982164215328,0.002199827235187013,0.0001233399660907357,227506.34515894964,1095.0172291980343
80,5.0,12.0,40.0,0.5,0,0,600.0,22221.824225069882,3377.4695895443792,1760.6325725451052,26.470025046341902,0.08119951118181502,0.013779157284849537,15240.805824773375,56.78769563262175
81,5.0,12.0,40.0,0.5,0,1,600.0,8544.853500891533,2875.7171512113127,1508.9648520645685,24.747219478922407,99644.10993130223,3149440.1691976725,15240.805824773375,56.78769563262175
82,5.0,12.0,40.0,0.5,0,2,600.0,718274.4989616384,5691.711952942037,1421.6876619360255,8.866673443696858,0.001979414371539986,1.7913282854918205e-05,15240.805824773375,56.78769563262175
90,5.0,12.0,40.0,0.5,1,0,600.0,50485.97182027212,3291.4996649419495,589.684056753033,4.292962191701544,0.011727799525565767,0.0007376339521107029,15240.805824773375,56.78769563262175
91,5.0,12.0,40.0,0.5,1,1,600.0,20949.556792775686,2867.8961936679457,665.5505864639243,5.669606260646288,0.032384267472175536,0.00458820015140117,15240.805824773375,56.78769563262175
92,5.0,12.0,40.0,0.5,1,2,600.0,27439.468856380634,2762.894944150615,918.510709398777,7.674256567389459,0.03381183280201914,0.0034019392038775863,15240.805824773375,56.78769563262175
93,5.0,12.0,40.0,0.5,1,3,600.0,4623.692221602989,1719.0347389934602,870.7350914188866,6.831975189101881,0.22660284349869156,0.14391182190344978,15240.805824773375,56.78769563262175
100,5.0,12.0,40.0,0.5,2,0,600.0,263592.29815564264,5945.140806786421,689.728019677131,5.473647263864495,0.0026175571117722316,4.132672815644024e-05,15240.805824773375,56.78769563262175
101,5.0,12.0,40.0,0.5,2,1,600.0,62516.547550269795,3216.7373592462236,443.4488098974991,5.544077639196745,0.007108195713237013,0.00029372144578875947,15240.805824773375,56.78769563262175
110,5.0,12.0,40.0,0.5,3,0,600.0,4537.922269224668,939.5385948110395,170.00158358488105,7.004309069549487,0.038955389768252593,0.007600188032008954,15240.805824773375,56.78769563262175
111,5.0,12.0,40.0,0.5,3,1,600.0,28133.854471025476,2381.7161078939284,256.7384063030782,8.301989690777624,0.009167515957118035,0.0005050639460419567,15240.805824773375,56.78769563262175
120,5.0,12.0,40.0,1.0,0,0,600.0,59568.5771113356,15684.365956751086,3527.7225296017355,160.63091897495877,8766732110174.51,276760043991956.3,64163.93516209866,2081.3271427856494
121,5.0,12.0,40.0,1.0,0,1,600.0,34610.93843727385,12409.139463834488,3045.570133460242,33.89050852208862,8656120.966905784,171292374.24581942,64163.93516209866,2081.3271427856494
122,5.0,12.0,40.0,1.0,0,2,600.0,2857554.0720224855,17275.703311631725,2852.6648605787905,25.279474732142713,0.0009983179348872044,9.97322465699304e-06,64163.93516209866,2081.3271427856494
130,5.0,12.0,40.0,1.0,1,0,600.0,214855.9885338554,15704.235976295276,1191.511686126799,9.652583356303388,0.005574122401882802,0.0003941623589439456,64163.93516209866,2081.3271427856494
131,5.0,12.0,40.0,1.0,1,1,600.0,78816.18930375612,17255.574275454706,1338.6253858901619,21.481452023904048,0.017795954319267813,0.003850272696921956,64163.93516209866,2081.3271427856494
132,5.0,12.0,40.0,1.0,1,2,600.0,103586.47413531014,12591.62306349337,1826.3284219726813,16.14605794104697,0.017887327657770447,0.002143465369296477,64163.93516209866,2081.3271427856494
133,5.0,12.0,40.0,1.0,1,3,600.0,17929.27970413681,6818.9811494281785,1733.5202645763159,14.261420089359488,896404123471896.6,2.833261040258807e+16,64163.93516209866,2081.3271427856494
140,5.0,12.0,40.0,1.0,2,0,600.0,1028857.875100834,26111.59609928042,1366.4210520742292,11.90442016913093,0.001328680972489796,2.3525549921204903e-05,64163.93516209866,2081.3271427856494
141,5.0,12.0,40.0,1.0,2,1,600.0,247469.17977632428,13694.861012312358,879.0592828147495,12.333802768963741,0.003560682096030333,0.00015548949950440494,64163.93516209866,2081.3271427856494
150,5.0,12.0,40.0,1.0,3,0,600.0,15996.068215605977,3574.549940543959,332.863008965694,14.491476012369196,0.021825218596821655,0.0048441853239374714,64163.93516209866,2081.3271427856494
151,5.0,12.0,40.0,1.0,3,1,600.0,115354.5817332458,9939.200443967593,515.0005109072872,17.461257909421352,0.0044859513466134066,0.0002556780945446179,64163.93516209866,2081.3271427856494
160,5.0,12.0,60.0,0.5,0,0,600.0,10911.1903262421,1568.2656261666168,1193.3596899826503,6.3247715444770884,0.111755267040046,0.01739000914659724,7087.372536602885,28.758478797299734
161,5.0,12.0,60.0,0.5,0,1,600.0,5451.2669707264195,1440.770117847126,1026.3197086610853,4.742475070404054,0.20478924967449258,0.07689824193791751,7087.372536602885,28.758478797299734
162,5.0,12.0,60.0,0.5,0,2,600.0,343816.26088220323,3197.1769302205253,974.1190978408206,4.089092553231568,0.0028334748228297474,2.633194346458944e-05,7087.372536602885,28.758478797299734
170,5.0,12.0,60.0,0.5,1,0,600.0,23490.52444338989,1897.8400000885524,403.5147855328275,3.677859480029501,0.017283091276529987,0.0013153274802940285,7087.372536602885,28.758478797299734
171,5.0,12.0,60.0,0.5,1,1,600.0,10222.150004326159,1345.632914647739,452.9942349347642,5.381786942335771,0.04509768376335216,0.006076029484023282,7087.372536602885,28.758478797299734
172,5.0,12.0,60.0,0.5,1,2,600.0,11928.138906393646,1276.516965354113,620.7201663975178,22.213251567764893,0.05263124179763319,0.005922667206691289,7087.372536602885,28.758478797299734
173,5.0,12.0,60.0,0.5,1,3,600.0,1508.0487477595852,846.3214596455658,590.9933795680346,22.041099241493466,1.4601597203460116e+18,4.540829801879062e+19,7087.372536602885,28.758478797299734
180,5.0,12.0,60.0,0.5,2,0,600.0,129800.99082632628,2988.3309368531036,479.3211599161634,3.8956845523644015,0.0036941085237595867,6.155638832865148e-05,7087.372536602885,28.758478797299734
181,5.0,12.0,60.0,0.5,2,1,600.0,28498.13308725914,1562.2228993005292,299.24600556972274,4.075038080851018,0.010526062059514778,0.000474752276371225,7087.372536602885,28.758478797299734
190,5.0,12.0,60.0,0.5,3,0,600.0,2429.4685842600857,487.621237844648,116.61463487020485,5.2111248261578105,0.049743861399110925,0.00914304678868915,7087.372536602885,28.758478797299734
191,5.0,12.0,60.0,0.5,3,1,600.0,13434.271769598938,1148.575726495765,174.46807168436794,5.894920776019555,0.0130471162423682,0.000722079585178547,7087.372536602885,28.758478797299734
200,5.0,12.0,60.0,1.0,0,0,600.0,37926.263440006005,6715.662431476713,2405.854829782079,14.332301152007886,0.06617235132315988,0.01884557046440675,28547.894117787728,96.36904082909744
201,5.0,12.0,60.0,1.0,0,1,600.0,26335.002042750053,5571.649614359585,2068.3772428430043,10.169677522287186,0.08605492664167497,0.0938149026564314,28547.894117787728,96.36904082909744
202,5.0,12.0,60.0,1.0,0,2,600.0,1373353.2809276786,7901.104558793301,1948.0019047013172,8.213445235064908,0.00141846531035412,8.74896762182954e-06,28547.894117787728,96.36904082909744
210,5.0,12.0,60.0,1.0,1,0,600.0,93324.32994344059,5958.443736415882,808.1127763166666,6.241857187650679,0.008692043893814005,0.0005193296575801528,28547.894117787728,96.36904082909744
211,5.0,12.0,60.0,1.0,1,1,600.0,39739.49326900788,4983.402049837468,900.6460833454041,8.768764169722616,0.02302615165768917,0.0029466658063210948,28547.894117787728,96.36904082909744
212,5.0,12.0,60.0,1.0,1,2,600.0,48230.81578794483,4885.710768629862,1236.6759366816018,33.47360392401498,0.02588806210090307,0.0025705790752015606,28547.894117787728,96.36904082909744
213,5.0,12.0,60.0,1.0,1,3,600.0,5563.380334823807,2483.3188291832976,1175.4438172028838,33.0905505092681,1039206337045.3048,30694647356713.707,28547.894117787728,96.36904082909744
220,5.0,12.0,60.0,1.0,2,0,600.0,506929.4592453635,12246.79800808551,951.6234963141715,8.110399184240663,0.001877979753872673,3.1805292488844334e-05,28547.894117787728,96.36904082909744
221,5.0,12.0,60.0,1.0,2,1,600.0,117326.41751191962,6189.452093413316,605.5482407125321,8.18468454749353,0.005172374291806699,0.00021442933494230293,28547.894117787728,96.36904082909744
230,5.0,12.0,60.0,1.0,3,0,600.0,7349.514042705575,1828.7701288081842,229.01820010551617,10.283137902971333,0.033131798213771636,0.00868949691878479,28547.894117787728,96.36904082909744
231,5.0,12.0,60.0,1.0,3,1,600.0,45374.60529480495,4085.830699040037,333.7956968562346,11.59322547298551,0.007394999409853671,0.0004382408506307173,28547.894117787728,96.36904082909744
